person_id	type	persName	Qualité	Année de naissance	Année de décès	note type=def	note type=Mariette	BNF_URL	dataBnF	IDRef	VIAF	idno Wikidata	ISNI (ne semble pas comporter d'entrées absentes du VIAF)
CoEg_pers_00000233	myth	Thot	Dieu égyptien							https://www.idref.fr/030529115	https://viaf.org/viaf/54151776828318012681	https://www.wikidata.org/wiki/Q146921	
CoEg_pers_00000234	myth	Horus	Dieu égyptien							https://www.idref.fr/02757508X	https://viaf.org/viaf/69724039	https://www.wikidata.org/wiki/Q84122	
CoEg_pers_00000235	hist	Jésus de Nazareth								https://www.idref.fr/027325636	https://viaf.org/viaf/73945424	https://www.wikidata.org/wiki/Q51666	
CoEg_pers_00000236	hist	Nabuchodonosor II	Roi babylonien							https://www.idref.fr/073929395	https://viaf.org/viaf/67850417	https://www.wikidata.org/wiki/Q12591	
CoEg_pers_00000237	contemp	Servaux, Eugène	Haut fonctionnaire	1815	1890	Chef du bureau des travaux historiques au ministère de l'Instruction publique							
CoEg_pers_00000238	contemp	Ferry, Jules	Homme d'État	1832	1893			https://catalogue.bnf.fr/ark:/12148/cb12513455m	https://data.bnf.fr/ark:/12148/cb12513455m	https://www.idref.fr/027316904	https://viaf.org/viaf/5038341	https://www.wikidata.org/wiki/Q959708	
CoEg_pers_00000239	contemp	Waddington, William Henry	Homme d'État	1826	1894			https://catalogue.bnf.fr/ark:/12148/cb127512741	https://data.bnf.fr/ark:/12148/cb127512741	https://www.idref.fr/035782951	https://viaf.org/viaf/64130319	https://www.wikidata.org/wiki/Q548696	
CoEg_pers_00000240	contemp	Fortoul, Hippolyte	Homme d'État	1811	1856			https://catalogue.bnf.fr/ark:/12148/cb125108748	https://data.bnf.fr/ark:/12148/cb125108748	https://www.idref.fr/034344144	https://viaf.org/viaf/64111595	https://www.wikidata.org/wiki/Q3136058	
CoEg_pers_00000241	contemp	Peyron, Amedeo	Philologue coptisant	1785	1870			https://catalogue.bnf.fr/ark:/12148/cb13514697g	https://data.bnf.fr/ark:/12148/cb13514697g	https://www.idref.fr/050486020	https://viaf.org/viaf/19835436	https://www.wikidata.org/wiki/Q451744	
CoEg_pers_00000242	hist	Théophile d'Antioche	Écrivain grec					https://catalogue.bnf.fr/ark:/12148/cb130917149	https://data.bnf.fr/ark:/12148/cb130917149	https://www.idref.fr/02797863X	https://viaf.org/viaf/164007222/	https://www.wikidata.org/wiki/Q220787	
CoEg_pers_00000243	contemp	Maury, Alfred	Érudit	1817	1892			https://catalogue.bnf.fr/ark:/12148/cb119152793	https://data.bnf.fr/ark:/12148/cb119152793	https://www.idref.fr/027019217	https://viaf.org/viaf/68932704	https://www.wikidata.org/wiki/Q1972200	
CoEg_pers_imn	contemp	À identifier				Personne non encore identifiée							
